95, 68 
48, 20 
73, 34 
41, 11 
80, 78 
28, 66 
10, 1 
12, 84 
94, 45 
90, 94 
50, 7 
0, 90 
29, 30 
84, 14 
97, 45 
0, 98 
34, 25 
71, 99 
16, 2 
82, 87 
85, 63 
45, 25 
40, 75 
22, 74 
10, 80 
3, 67 
98, 13 
42, 83 
21, 90 
77, 5 
2, 31 
30, 32 
2, 15 
10, 39 
96, 29 
66, 87 
94, 76 
85, 54 
36, 3 
70, 53 
51, 55 
57, 7 
55, 98 
55, 7 
11, 77 
44, 31 
93, 1 
15, 66 
1, 33 
87, 63 
75, 56 
72, 19 
62, 46 
78, 41 
6, 33 
5, 56 
26, 95 
66, 83 
67, 24 
2, 98 
49, 39 
93, 33 
76, 8 
81, 1 
55, 51 
79, 35 
36, 69 
13, 28 
97, 2 
30, 5 
64, 52 
13, 0 
45, 47 
76, 66 
6, 50 
90, 18 
37, 59 
97, 91 
41, 21 
83, 80 
12, 91 
59, 75 
58, 39 
60, 59 
89, 23 
38, 40 
17, 46 
90, 59 
23, 25 
50, 51 
76, 50 
52, 1 
11, 86 
67, 77 
85, 71 
51, 92 
18, 29 
9, 56 
21, 8 
12, 15 
