15, 5 
18, 0 
16, 51 
84, 88 
89, 96 
55, 21 
23, 68 
20, 34 
50, 8 
10, 92 
74, 67 
93, 89 
40, 20 
33, 56 
14, 84 
14, 15 
98, 22 
34, 28 
99, 70 
34, 63 
48, 81 
37, 55 
33, 40 
75, 42 
31, 74 
96, 54 
92, 70 
95, 55 
76, 25 
45, 82 
4, 25 
14, 19 
23, 69 
11, 32 
1, 83 
17, 59 
51, 56 
82, 57 
33, 73 
27, 63 
89, 68 
3, 7 
23, 14 
67, 91 
97, 46 
37, 92 
22, 90 
1, 85 
79, 97 
74, 35 
39, 63 
47, 52 
87, 10 
22, 54 
15, 97 
67, 16 
80, 29 
89, 57 
26, 34 
65, 96 
69, 39 
72, 17 
50, 77 
46, 78 
90, 34 
98, 19 
81, 74 
19, 2 
28, 93 
61, 49 
34, 89 
75, 6 
32, 76 
1, 55 
9, 87 
60, 84 
62, 11 
63, 64 
86, 63 
71, 34 
22, 75 
64, 44 
72, 37 
26, 6 
73, 41 
99, 87 
86, 26 
87, 66 
58, 93 
24, 34 
95, 98 
38, 96 
85, 99 
64, 78 
88, 5 
3, 63 
19, 52 
10, 45 
99, 27 
85, 40 
