0, 8 
52, 57 
85, 70 
25, 58 
16, 36 
42, 91 
70, 69 
28, 83 
83, 31 
97, 41 
7, 90 
83, 42 
60, 43 
30, 49 
27, 32 
49, 24 
49, 91 
52, 46 
72, 79 
51, 34 
87, 51 
61, 86 
4, 41 
96, 9 
80, 95 
28, 7 
65, 88 
0, 2 
57, 7 
91, 46 
15, 10 
31, 26 
35, 53 
27, 49 
23, 97 
44, 87 
44, 21 
52, 3 
72, 7 
0, 14 
77, 39 
32, 95 
37, 22 
78, 68 
36, 96 
73, 87 
76, 15 
31, 84 
6, 98 
97, 22 
92, 26 
4, 70 
8, 37 
89, 87 
81, 25 
61, 75 
50, 20 
92, 7 
94, 80 
64, 64 
47, 56 
86, 2 
14, 56 
2, 54 
4, 76 
29, 19 
39, 90 
14, 1 
65, 27 
33, 47 
25, 77 
15, 22 
81, 96 
31, 3 
76, 97 
22, 44 
12, 2 
34, 5 
57, 19 
52, 5 
78, 54 
11, 44 
60, 64 
39, 83 
58, 91 
41, 46 
17, 52 
71, 17 
7, 75 
42, 4 
19, 62 
63, 76 
21, 13 
25, 77 
88, 15 
99, 3 
28, 88 
43, 24 
18, 34 
56, 84 
76, 37 
56, 73 
58, 44 
65, 3 
33, 92 
47, 69 
95, 13 
24, 17 
74, 57 
37, 42 
83, 46 
44, 23 
81, 55 
31, 6 
73, 30 
69, 8 
91, 10 
59, 65 
82, 87 
25, 35 
44, 37 
85, 61 
83, 2 
36, 95 
56, 45 
12, 27 
72, 74 
5, 25 
13, 26 
46, 88 
25, 15 
56, 57 
7, 44 
42, 89 
23, 49 
3, 78 
28, 20 
98, 79 
23, 11 
58, 52 
5, 46 
98, 26 
1, 45 
78, 68 
20, 15 
88, 97 
25, 13 
63, 77 
62, 41 
92, 55 
5, 4 
39, 86 
11, 27 
6, 41 
56, 24 
71, 86 
78, 32 
51, 46 
63, 51 
67, 19 
68, 28 
87, 66 
57, 0 
10, 49 
21, 87 
88, 64 
21, 85 
63, 96 
18, 17 
16, 75 
27, 9 
55, 2 
47, 35 
30, 25 
35, 52 
11, 99 
14, 81 
7, 34 
24, 0 
70, 14 
55, 1 
72, 27 
98, 35 
85, 84 
64, 90 
48, 1 
99, 51 
37, 61 
74, 8 
98, 37 
98, 36 
4, 51 
90, 21 
97, 71 
84, 67 
53, 63 
27, 81 
85, 28 
98, 39 
3, 42 
36, 19 
13, 28 
3, 22 
19, 58 
45, 49 
41, 24 
80, 43 
27, 62 
20, 99 
78, 70 
71, 97 
0, 58 
67, 53 
68, 13 
11, 74 
18, 50 
61, 58 
80, 98 
49, 71 
80, 29 
53, 45 
53, 62 
67, 51 
0, 18 
28, 2 
70, 87 
97, 15 
89, 89 
5, 40 
55, 18 
81, 25 
53, 72 
40, 86 
42, 97 
26, 16 
18, 98 
64, 53 
57, 6 
47, 81 
75, 97 
97, 34 
8, 64 
86, 91 
3, 20 
64, 10 
77, 86 
88, 64 
74, 28 
84, 25 
65, 43 
50, 38 
19, 50 
54, 77 
88, 70 
83, 44 
78, 28 
97, 2 
23, 70 
35, 70 
2, 14 
70, 47 
94, 63 
24, 65 
20, 78 
45, 83 
8, 71 
99, 43 
53, 99 
40, 11 
2, 46 
6, 24 
68, 97 
24, 1 
98, 96 
49, 98 
55, 36 
51, 74 
9, 71 
50, 39 
28, 4 
40, 60 
34, 81 
87, 79 
37, 8 
55, 95 
76, 77 
11, 68 
46, 72 
47, 56 
78, 93 
34, 89 
9, 17 
31, 16 
94, 87 
69, 25 
87, 31 
28, 67 
11, 67 
39, 81 
22, 80 
61, 55 
42, 14 
10, 77 
83, 93 
25, 12 
72, 10 
42, 31 
84, 19 
14, 86 
83, 97 
62, 10 
42, 94 
2, 38 
11, 17 
30, 31 
90, 83 
6, 75 
87, 15 
78, 82 
74, 32 
7, 23 
87, 67 
87, 50 
95, 27 
63, 79 
55, 41 
63, 33 
67, 8 
86, 5 
23, 31 
25, 53 
15, 59 
25, 77 
75, 54 
49, 50 
46, 86 
45, 74 
61, 63 
44, 2 
43, 5 
71, 75 
81, 13 
38, 2 
22, 40 
45, 78 
42, 34 
83, 75 
93, 14 
43, 94 
70, 13 
31, 58 
81, 67 
46, 91 
54, 90 
27, 71 
67, 52 
17, 53 
3, 8 
38, 84 
13, 69 
76, 57 
75, 81 
1, 49 
58, 80 
45, 3 
4, 0 
72, 76 
69, 85 
15, 49 
90, 27 
72, 63 
32, 8 
86, 16 
65, 55 
51, 73 
97, 95 
79, 52 
8, 40 
6, 46 
59, 81 
92, 53 
37, 30 
97, 25 
31, 65 
88, 13 
82, 7 
49, 73 
39, 70 
17, 19 
57, 21 
60, 95 
15, 70 
38, 89 
27, 79 
27, 26 
48, 26 
6, 84 
22, 16 
73, 14 
65, 98 
63, 90 
